dist_x,dist_y,playerVel,enemyVel
2.0986328,-120.16025,1.9899292,2.6419067
0.8538208,-122.17569,2.015442,2.651001
-0.46673584,-182.22961,2.0710754,1.8559875
-11.159149,-194.15646,2.1012878,1.7788391
-12.664673,-146.27684,1.9796143,2.14151
-8.976181,-168.29732,2.0184937,1.925293
5.1453094,-220.32054,-2.2436981,-1.7443695
21.70636,-220.32054,-1.9889221,-1.4318542
38.5036,-220.32054,-1.9163208,-1.336029
55.918396,-220.32054,-2.0108032,-1.4176636
74.1698,-220.32054,-2.0022278,-1.3763123
93.225555,-208.88744,-2.0022583,-1.3979187
106.265656,-148.81184,-2.0268555,-1.7773132
106.987305,-102.78139,-1.9724121,-2.0888062
102.0307,-102.78139,-2.0283203,-2.2349854
95.36243,-102.78139,-2.06781,-2.3787842
86.11914,-102.78139,-2.0042725,-2.3674316
72.69348,-102.78139,-2.3826904,-3.3151245
67.3111,-158.80994,-2.0046387,-1.854126
34.70337,-218.83275,2.0258179,-1.4723511
-14.358398,-264.82568,2.0216675,1.2270508
-38.224487,-264.82568,2.231018,1.4228516
-62.619385,-264.82568,2.1744995,1.342041
-87.73065,-264.82568,2.0267944,1.1699219
-112.76715,-232.84793,2.0265503,1.260315
-132.25946,-172.75407,2.1079102,1.5918579
-144.1571,-114.831955,2.0166626,1.7462769
-125.79413,-114.831955,0.0,0.78637695
-101.22095,-126.86192,0.0,0.81365967
-4.187622,-186.8698,-1.9417725,1.6335449
14.843079,-246.87494,-1.9626465,-1.2554932
39.803772,-284.9047,-1.9299927,-1.0509644
66.70593,-284.9047,-2.022461,-1.1121826
94.19885,-284.9047,-1.9575195,-1.0297241
122.608826,-272.9644,-1.9943848,-1.0631104
148.03027,-212.9684,-1.9768677,-1.2080688
100.092224,-179.03568,2.0844116,-1.6594238
-1.3390503,-238.98015,1.9959106,1.3346558
-25.580322,-299.00192,1.9974976,1.0639038
-55.695312,-323.0186,1.9844971,0.96380615
-86.68121,-323.0186,1.9765625,0.93847656
-118.382935,-323.0186,1.9769897,0.91241455
-149.18127,-271.02893,2.0248413,1.0530396
-176.17801,-210.98782,2.0188904,1.1784058
-199.40402,-150.93456,1.9970703,1.2714233
-184.98047,-90.96045,1.9728088,1.5092163
-184.45493,-30.953613,0.0,0.7121582
-181.87491,29.056732,1.9869995,1.7039795
-95.13852,89.11923,-2.0231934,2.4657898
-1.5844421,149.11267,-2.005127,-2.1547546
8.267853,209.15161,-2.0210571,-1.5538635
27.12146,241.15118,-2.0369873,-1.3566284
47.750977,241.15118,-1.9865723,-1.28656
69.07153,241.15118,-2.0197754,-1.2938232
9.398621,241.15118,1.9993286,-1.3249512
-17.924805,241.15118,2.1724243,1.5089722
-38.326904,241.15118,1.9215088,1.2293091
-59.162872,235.12103,1.9811707,1.298523
-74.44397,175.13535,1.9538879,1.6152649
-75.50171,115.10855,1.9597473,2.2309875
-43.429108,61.07782,1.9868469,4.0920715
-0.43663025,109.10611,2.0305786,3.0028229
-0.34129333,167.12064,1.9981995,1.9118805
8.41304,227.14685,-2.006195,-1.4143677
31.152832,283.1457,-2.0187683,-1.1396179
57.642517,283.1457,-1.9944763,-1.1017761
84.810425,283.1457,-1.9543152,-1.0427551
110.61801,235.13391,-2.0046387,-1.23349
130.08493,175.11801,-1.96521,-1.4212341
141.95093,115.08502,-1.7490845,-1.4108582
145.00317,55.05612,-1.9902344,-2.022522
132.7113,-4.9711914,0.0,-1.005127
85.35162,-64.97368,1.9387817,-2.7824707
1.5132446,-125.00485,1.9984131,2.5566406
-0.7966919,-185.09775,1.7761841,1.4349976
-16.106873,-245.05347,1.9736023,1.2754822
-38.601562,-255.07346,1.8302612,1.0782471
-61.688446,-255.07346,2.0003967,1.2184448
-85.59534,-255.07346,2.0212402,1.2077026
-110.75856,-271.06818,1.978775,1.0730286
-93.6022,-293.09723,-1.9051208,0.9623718
-1.3243408,-293.09723,-1.9925232,1.0852966
24.835052,-261.06003,-2.033722,-1.2524414
43.380768,-201.05872,-1.9698486,-1.516449
51.628876,-173.05527,-2.01474,-1.7875366
59.41043,-187.09113,-1.8622437,-1.4536133
70.81909,-247.08443,0.0,-0.515625
-3.159668,-253.09818,2.0026245,1.2667847
-25.313324,-253.09818,2.0178528,1.275238
-47.814575,-253.09818,2.0112915,1.2523499
-70.927826,-253.09818,1.9883118,1.2046814
-94.92743,-253.09818,1.9051514,1.0949097
-120.03107,-253.09818,1.9819489,1.124176
-145.47064,-248.73117,1.8694153,0.99676514
-168.5917,-189.04913,0.0,0.5258484
-126.86362,-129.04077,-2.003212,1.7608185
-3.1548462,-149.08965,-2.0341492,2.2033234
7.307266,-209.05464,-1.9345856,-1.4511108
27.128876,-269.08517,-1.9977112,-1.180542
55.297638,-323.08527,-1.8895264,-0.8922119
86.30881,-323.08527,-1.9807129,-0.9416504
117.99066,-323.08527,-1.9992676,-0.9289551
150.60886,-323.08527,-1.9991455,-0.8961487
183.90793,-299.07263,-2.008667,-0.9164734
215.2753,-239.0258,-1.9829712,-0.97943115
244.4432,-179.01926,-1.9250488,-0.99172974
272.9555,-152.99615,-2.3237305,-1.2957153
303.6198,-170.93042,-1.9818726,-0.9032593
251.99884,-230.97581,2.0247803,-0.9525757
160.67554,-230.97581,2.1200562,-1.2446289
63.532043,-230.97581,2.0233154,-1.3585205
-7.6029663,-230.97581,1.836792,1.2109375
-26.172974,-230.97581,2.0551147,1.4362793
-45.034546,-230.97581,2.0106812,1.369751
-64.614655,-230.97581,2.0182495,1.3515015
-85.14032,-230.97581,2.0050354,1.3027344
-106.76193,-230.97581,2.0168762,1.271759
-129.26242,-209.00095,2.0033264,1.3019409
-146.78427,-148.73605,2.2360382,1.8187561
-154.9889,-112.94,0.0,0.6836853
-44.516953,-172.9834,-1.9945068,1.7792358
9.316223,-233.01419,-2.0080261,-1.3805847
30.368195,-247.0002,-2.0212708,-1.3067627
52.048645,-247.0002,-1.9838257,-1.2502441
74.427246,-247.0002,-2.0121765,-1.2506714
97.77463,-247.0002,-2.015686,-1.2175293
122.236084,-243.01755,-2.0961914,-1.2648926
143.9495,-183.19159,-2.0266113,-1.3973694
150.54688,-133.20015,1.9639893,-1.5380249
35.943115,-171.14381,1.9594727,-1.7678223
-11.269714,-231.38702,2.0784302,1.4678345
-33.870544,-271.4114,1.9753418,1.1466064
-59.02545,-271.4114,1.9803162,1.1331787
-84.88492,-271.4114,2.0420532,1.1616211
-111.63855,-271.4114,2.0111084,1.0984192
-139.08215,-247.43303,1.9978638,1.123291
-162.76616,-187.37549,2.010025,1.295105
-126.62286,-127.38167,-2.0002136,1.7696228
0.4972229,-129.36734,-2.0105896,-2.4937134
4.027649,-189.37253,-1.9793091,-1.6614685
20.205383,-249.47318,-2.0740662,-1.3538818
45.3804,-285.47205,-1.9495544,-1.0626221
72.46509,-285.47205,-2.017456,-1.1005249
100.30838,-285.47205,-2.017517,-1.0710144
129.111,-285.47205,-1.973877,-0.99902344
159.14227,-285.47205,-1.9800415,-0.9622803
190.53107,-285.47205,-2.007019,-0.9360962
223.35767,-285.47205,-1.9990845,-0.8808594
257.43756,-263.4618,-1.9935913,-0.86291504
221.49658,-203.43198,1.9660034,-1.032959
121.96417,-165.42223,2.0639648,-1.6290283
13.792114,-211.39801,1.9703369,-1.4745483
-15.9939575,-231.43643,1.9940186,1.3722534
-33.155396,-207.40785,2.026001,1.5531616
-43.094788,-183.40396,1.9890747,1.6803589
-52.56653,-183.40396,1.9861145,1.6548462
-53.305206,-133.37695,2.0034485,2.2210083
-45.960205,-133.37695,1.9888,2.2364502
-37.402344,-133.37695,1.977478,2.25885
-21.672424,-113.40947,2.0249634,2.8128662
-2.5214386,-147.44652,0.0,0.91192627
6.1342926,-207.46771,-2.0153503,-1.5601349
25.436707,-267.48395,-1.9977112,-1.1882935
51.677216,-283.48026,-1.9983826,-1.1083374
78.71231,-283.48026,-1.7655334,-0.8937683
106.53717,-283.48026,-2.066803,-1.1117859
135.42505,-283.48026,-1.8634033,-0.9100647
165.57278,-283.48026,-1.9932861,-0.96810913
196.78433,-283.48026,-2.036499,-0.9527893
229.75098,-283.48026,-1.9980469,-0.8742981
264.1032,-265.43402,-2.0438232,-0.88305664
297.922,-205.47293,-1.7738647,-0.7312622
293.61566,-145.44319,1.9710083,-0.95184326
199.84796,-157.42723,1.9816284,-1.2348633
100.23346,-217.46051,1.9862671,-1.3188477
2.4325562,-277.52847,2.0431519,-1.192627
-28.599304,-337.5192,2.0168457,0.9570923
-55.008972,-343.52057,0.0,0.3795166
-43.468872,-343.52057,0.0,0.3880005
-39.154053,-343.52057,1.9899902,0.9179077
-71.59381,-343.52057,2.0147095,0.9220581
