dist_x,dist_y,playerVel,enemyVel
-54.639374,-65.541214,0.0,1.588562
0.98760986,-67.6264,-2.0196838,-4.7884216
-0.35412598,-127.61531,-1.990509,-2.4884033
2.8512878,-187.92493,-2.315094,-2.1514587
18.592957,-247.66333,-2.0047607,-1.2927856
42.37506,-265.67023,-2.2320557,-1.4161377
66.98358,-265.67023,-2.0198364,-1.1850586
92.42969,-265.67023,-2.0059814,-1.1414795
118.92511,-265.67023,-2.048584,-1.1401978
67.540405,-297.6354,2.0059814,-1.0526733
-7.0637207,-357.75943,2.1168213,0.97869873
-42.28174,-409.67355,1.9946289,0.7735596
-79.20447,-409.67355,2.3275146,0.9772949
-116.25879,-399.72314,2.0283813,0.78564453
-151.89618,-339.35638,2.2225647,1.017395
-184.5463,-279.6086,2.098053,1.0289307
-201.63672,-219.34521,0.0,0.48486328
-186.90942,-159.62483,0.0,0.5210571
-168.59668,-99.41022,0.0,0.7293091
-145.35638,-39.58023,0.0,0.8727417
-115.029785,20.455414,0.0,1.1514282
-79.40048,80.53137,0.0,1.2041626
-2.3227234,140.48453,-2.0566711,-2.381073
3.0585632,170.46082,-2.006775,-1.8865662
-0.26843262,170.46082,1.9453125,1.7966309
-3.8362732,170.46082,1.9949951,1.8687744
-11.686066,212.58752,2.1095276,1.6352234
-29.790833,230.49622,1.9863892,1.361023
-48.694885,230.49622,1.9792175,1.3344727
-67.576706,208.5297,1.9825134,1.4367371
-77.32277,150.45258,2.0106049,1.8977966
-9.247101,162.44357,-1.9715271,1.9212036
8.932251,222.46472,-1.9719696,-1.4051666
29.709686,250.49164,-1.9751282,-1.242981
51.929016,250.49164,-1.9894409,-1.2392273
74.80838,250.49164,-2.008545,-1.2306824
98.627716,250.49164,-1.9857178,-1.1733704
123.57547,244.49597,-1.8831177,-1.0604858
145.57913,184.46082,-1.9962769,-1.3529053
161.60529,124.441345,-1.9608765,-1.5117493
161.6742,64.41412,0.0,-0.74053955
143.80371,4.3674927,0.0,-0.93634033
120.76105,-55.736267,-2.118042,-2.5898438
114.01807,-115.690994,0.0,-0.8330078
91.70526,-175.6712,0.0,-0.6694946
31.320679,-235.69049,1.9970703,-1.3417358
-15.910706,-295.70325,1.9769897,1.060791
-43.83722,-297.74393,1.9681396,1.0360718
-70.1264,-251.69441,2.0617065,1.2835083
-89.216064,-191.71576,2.005188,1.5148926
-99.75766,-161.66692,2.0288086,1.7149658
-110.86551,-181.70938,2.0463562,1.5530396
-122.31503,-241.68192,0.0,0.49325562
-35.575165,-269.69058,-1.9163513,1.09906
14.228363,-269.69058,-2.1954956,-1.3744812
38.60092,-269.69058,-2.2612305,-1.4281006
62.792786,-269.69058,-2.0203247,-1.1731567
88.56531,-269.69058,-2.0198364,-1.1436157
111.97662,-213.66898,-2.0210571,-1.3452148
128.19684,-153.47647,-2.1611938,-1.8000488
139.13055,-139.66032,-2.0024414,-1.6170044
153.64264,-197.69754,0.0,-0.53302
61.502075,-257.69833,1.9939575,-1.2008057
-8.859985,-317.7058,2.0028687,1.0090332
-41.11261,-377.74506,2.0214844,0.85632324
-76.12402,-379.76837,1.9875488,0.817749
-111.55737,-371.76398,1.9798584,0.81085205
-145.232,-311.74615,2.006897,0.9345093
-175.60654,-251.67386,1.8096924,0.88964844
-202.6694,-191.6973,1.953186,1.1018066
-227.00726,-131.66327,1.9596863,1.1762085
-252.0007,-131.66327,1.9904785,1.1131592
-279.74957,-131.66327,1.839508,0.90496826
-310.13098,-141.6143,2.004547,0.93963623
-344.1966,-201.62866,1.8224869,0.69210815
-370.77643,-261.68158,0.0,0.2970276
-350.31174,-321.71533,-2.032547,0.68951416
-269.92242,-381.68768,-1.9876709,0.6772766
-189.47089,-435.74524,-1.8784027,0.6097717
-108.61124,-435.74524,-2.0194702,0.7232971
-25.937256,-391.732,-2.0012207,0.8157654
22.47696,-331.69083,-2.0089417,-0.96917725
50.64749,-271.64087,-2.043457,-1.1972656
74.41391,-255.65738,-2.0079956,-1.2078857
98.920044,-255.65738,-2.0136108,-1.1781006
124.53967,-255.65738,-1.9950562,-1.118927
150.10126,-215.61414,-2.045105,-1.2584839
172.89447,-197.64984,-2.2158813,-1.4299927
178.75397,-251.68816,0.0,-0.4364624
93.453125,-311.70932,1.9555054,-0.9482422
35.483704,-331.67914,2.0186157,-0.97320557
-19.02118,-315.67154,1.9284058,0.95513916
-45.064636,-259.63477,2.0501099,1.2619019
-68.91559,-259.63477,2.04068,1.2284546
-93.630066,-259.63477,1.9996643,1.1574707
-119.45337,-259.63477,1.6651917,0.84017944
-146.5888,-259.63477,1.9833374,1.0572815
-175.23166,-259.63477,1.9892578,1.0110779
-205.4189,-249.62192,1.9024506,0.913147
-234.59685,-189.58238,2.0225525,1.0769348
-262.1902,-129.50092,1.8036194,0.92767334
-253.28732,-69.55328,0.0,0.5101013
-257.8958,-9.450226,2.096218,1.3292542
-237.52614,50.473907,-1.9831924,1.2935791
-129.81711,110.54544,-2.0438538,1.925827
-10.677582,170.53702,-2.0036774,1.8768158
12.353302,230.53857,-1.9403229,-1.3208771
33.725296,250.56964,-1.9437866,-1.2091522
56.06186,250.56964,-2.0250244,-1.2696838
79.011536,250.56964,-2.0125732,-1.2283936
103.04959,250.56964,-2.0067139,-1.1853943
127.99759,240.57513,-1.9448242,-1.1213379
149.99149,186.53616,-1.9683228,-1.2991333
171.12885,186.53616,-2.003418,-1.2632446
193.9118,160.52606,-2.0029297,-1.269165
214.55975,100.51514,-1.9771729,-1.3195801
234.05658,40.48065,-1.9857788,-1.3247681
216.36823,-19.57135,0.0,-0.5592041
177.00696,-79.57814,2.0125732,-1.6524658
59.00946,-139.5785,1.9841919,-2.0740967
-5.336975,-199.61523,2.029663,1.6399536
-23.517334,-259.64658,2.0255127,1.25177
-49.86377,-291.73032,1.8962402,0.9935303
-77.70996,-291.73032,1.998169,1.0574341
-106.42349,-291.73032,2.2813416,1.2700806
-135.97879,-291.73032,1.9895325,0.9847412
-166.76297,-291.73032,1.9499512,0.9136658
-198.77072,-281.72055,2.0155334,0.93807983
-229.76692,-221.70853,2.0171509,1.0135498
-259.10663,-185.58095,2.316681,1.2663574
-290.47327,-227.55978,1.841217,0.76016235
-264.9704,-287.55127,-1.9817123,0.80545044
-179.95021,-323.55872,-2.0301514,0.8840332
-92.58429,-323.55872,-1.9862671,0.93981934
-3.2774048,-323.55872,-1.9810486,0.9741211
29.137085,-323.55872,-1.9692078,-0.96087646
59.770935,-323.55872,-1.9924622,-0.96624756
90.85538,-323.55872,-2.0193176,-0.96603394
122.71768,-323.55872,-2.0166016,-0.93600464
155.42654,-323.55872,-2.0736694,-0.9430847
189.25626,-323.55872,-1.9486084,-0.8183899
223.7113,-289.5832,-1.9471436,-0.83706665
256.5807,-229.5461,-1.9744263,-0.90896606
177.39062,-235.55737,1.9956665,-1.0791016
85.22974,-295.55438,2.0165405,-1.0529785
-0.34161377,-355.6113,2.0148926,0.91052246
-35.15973,-391.59366,1.9904785,0.8076172
-70.36441,-361.60095,1.9908142,0.8619995
-101.27966,-303.5404,2.0095825,1.0066223
-128.88696,-243.54143,2.0007935,1.1597595
-151.34024,-185.53558,2.0972595,1.435791
-172.49512,-185.53558,1.9876404,1.2466431
-195.87314,-185.53558,1.9806824,1.1643677
-221.71205,-199.69063,1.7821045,0.8928833
-252.6247,-259.5439,1.9702034,0.86135864
-211.7363,-319.58136,-1.9603233,0.8077698
-126.579956,-349.59387,-1.7481308,0.696579
-39.821945,-349.59387,-1.9829407,0.8969574
16.552078,-349.59387,-1.7678375,-0.75338745
49.174393,-349.59387,-2.0238037,-0.9232483
82.19968,-349.59387,-2.0028076,-0.8925171
114.87903,-311.44867,-2.1156921,-1.0529785
143.81711,-251.55379,-2.0033875,-1.1052246
168.41763,-191.51138,-1.868103,-1.1236267
188.72424,-131.50737,-1.9666748,-1.3482056
182.63455,-71.49777,-1.9204102,-1.5192871
174.99567,-11.398529,0.0,-0.7775574
173.18396,48.549927,-1.9799805,-1.7349243
160.97156,108.614716,0.0,-0.6882324
64.225464,168.58847,1.9801025,-1.7398682
-5.225281,228.63531,1.7288208,1.1137085
-28.091858,288.6549,1.9747314,1.0809937
-55.173523,288.6549,1.9578552,1.052124
-82.87573,288.6549,2.0271912,1.0874939
-111.396484,288.6549,2.0350037,1.0617676
-139.91385,252.66516,2.0114136,1.1159058
-59.52054,206.66504,-2.0442505,1.537384
6.218109,206.66504,-2.011078,-1.5608826
20.453522,224.64355,-2.0084229,-1.4272461
42.961975,284.64886,-1.9796753,-1.0931702
70.154724,286.68817,-2.0020142,-1.0849609
98.045105,286.68817,-2.010376,-1.0635986
126.86383,278.70398,-1.9700928,-1.0189819
153.24036,218.5332,-2.132141,-1.3236084
174.91058,158.6441,-1.9533081,-1.3001709
183.07312,98.603424,0.0,-0.6409912
161.45654,38.45981,0.0,-0.85424805
112.40631,-21.432709,0.0,-1.1500854
85.26337,-81.4545,-2.0062256,-2.6827393
29.998291,-141.46758,1.9866943,-2.182495
-3.612732,-201.50212,2.0195312,1.6121216
-21.115845,-235.50826,2.190796,1.5639648
-40.707397,-235.50826,2.0213013,1.3602295
-60.91028,-235.50826,1.8444824,1.1567993
-81.96631,-235.50826,2.003418,1.2845459
-104.043274,-235.50826,1.9882812,1.2290039
-127.54062,-235.50826,2.0772705,1.2660522
-151.689,-205.48213,2.0065918,1.2557373
-171.56653,-145.42949,2.035797,1.4561768
-189.79996,-147.46101,2.0078125,1.3337708
-214.15604,-207.4801,1.9873352,1.0597534
-162.14182,-267.49643,-1.9634705,0.9920044
-70.13605,-277.50598,-1.9971924,1.1144104
5.8299866,-277.50598,-2.0228577,-1.173706
31.242432,-277.50598,-1.8894348,-1.0471802
56.029236,-277.50598,-2.034546,-1.1604614
82.2254,-277.50598,-1.9734497,-1.0813293
109.50195,-277.50598,-1.9567261,-1.0348511
137.9638,-277.50598,-1.9602051,-0.99884033
166.31476,-235.53041,-1.9660645,-1.0778809
191.2221,-183.46838,-1.9783936,-1.1831665
178.0907,-221.44087,1.9663086,-1.0935669
84.51416,-281.43753,1.9950562,-1.0835571
-2.3034668,-327.49655,1.9806519,0.9621582
-33.038513,-327.49655,2.0306396,0.99560547
-64.03119,-327.49655,2.0952759,1.0319214
-94.95264,-299.47147,1.998352,1.0162354
-121.85254,-245.42834,2.0144653,1.1789551
-147.6333,-245.42834,2.0092163,1.123169
-175.03314,-245.42834,1.9969177,1.0568237
-204.16019,-245.42834,1.9487915,0.9602661
-232.37334,-303.553,0.0,0.36279297
-159.58105,-329.4419,-2.0309753,0.8947754
-72.17166,-329.4419,-1.9888916,0.9399414
5.3470154,-329.4419,-2.016632,-0.9839783
36.25229,-329.4419,-2.0404358,-0.9963074
67.47647,-329.4419,-1.973938,-0.9315491
99.20364,-329.4419,-1.9821167,-0.91625977
129.72437,-275.34338,-2.1307983,-1.1609497
155.89331,-215.46945,-1.9803467,-1.1815186
179.19159,-197.44313,-1.9854736,-1.1828613
205.27448,-245.79614,-2.317566,-1.2619629
178.09406,-307.4659,2.005371,-0.9032593
91.64844,-367.55743,2.0263672,-0.8619995
5.79718,-363.5358,2.0272217,-0.8991699
-27.866028,-305.30392,2.211914,1.2252808
-53.87622,-243.47974,2.0175781,1.2996826
-70.48352,-183.47916,2.0250854,1.6555176
-79.210724,-169.49634,1.9956055,1.697876
-88.56625,-169.49634,2.0145874,1.68573
-98.75586,-169.49634,1.9714661,1.5880737
-110.68323,-169.49634,1.8916626,1.4422607
-123.742966,-169.49634,1.9027405,1.4039612
-140.88156,-218.21872,2.6141815,1.8912659
-95.75227,-259.32855,-1.9979858,1.1540527
-23.930786,-259.32855,0.0,0.42715454
13.455597,-237.36166,-1.9969788,-1.3423157
31.439697,-209.36688,-1.9813232,-1.4876099
47.867096,-239.38698,-1.9898071,-1.2988586
73.088104,-299.419,-2.0013733,-1.0385437
104.37393,-329.4258,-1.8912964,-0.84732056
137.04138,-329.4258,-1.9877319,-0.8873291
170.70029,-329.4258,-2.0424194,-0.89068604
204.41745,-285.4601,-2.0163574,-0.9218445
236.01575,-225.38405,-1.993042,-0.97302246
265.87164,-165.42245,-1.998291,-1.0177612
204.92365,-123.43402,2.0212402,-1.3536377
98.75525,-167.49702,1.7329102,-1.3103638
-1.4883423,-167.49605,2.0107422,1.9263916
-2.1549683,-125.48828,2.0075684,-2.5653687
-0.5449829,-181.50818,0.0,-0.7401123
11.999023,-219.5135,-1.9723511,-1.4233398
28.377197,-219.5135,-2.0107422,-1.4567871
45.10022,-219.5135,-2.046753,-1.479248
62.64569,-219.5135,-1.9381104,-1.3317871
77.70361,-255.46219,0.0,-0.50006104
10.142456,-279.53522,2.0561523,-1.1951904
-21.739807,-257.55533,2.00531,1.2427368
-39.604126,-197.5263,1.9835815,1.5654297
-42.744263,-136.7657,2.6640015,3.5239868
-36.014343,-153.43973,2.0204468,2.0570068
-44.722412,-213.4996,2.0493774,1.522644
-2.808899,-273.4439,-1.991394,1.1621704
24.776672,-273.4439,-1.9872437,-1.1533203
49.347107,-249.47012,-1.987854,-1.2450562
66.830444,-189.41927,-2.043274,-1.6436157
70.5694,-137.3759,0.0,-1.0747681
-0.44482422,-183.35728,2.0045166,1.7513428
-15.121643,-243.42297,1.9104614,1.2202148
-39.760742,-303.46106,1.9534912,1.006958
-68.87366,-307.45792,2.0667725,1.0691528
-96.381256,-255.44576,1.8822021,1.0636597
-117.70099,-195.41408,2.0185852,1.4188843
-131.36938,-135.4236,2.01062,1.699646
-123.75525,-75.09412,0.0,1.0611877
-94.33115,-15.380707,2.0151672,3.2774048
-16.105377,44.62744,1.9846039,6.328659
-1.8156891,104.649536,1.9809418,-3.0116577
0.17094421,164.69046,-2.0201874,-1.9740448
8.567841,192.67303,-2.0160217,-1.679596
18.828674,192.67303,-2.076294,-1.7526093
29.319977,192.67303,-1.961029,-1.5896301
40.364502,192.67303,-1.9770508,-1.5934448
51.95392,192.67303,-2.086914,-1.711792
64.37625,192.67303,-2.0042114,-1.5765686
77.68524,192.67303,-2.0234375,-1.5646362
92.22473,192.67303,-2.050171,-1.5532227
51.81311,204.65909,2.003479,-1.5172119
-7.9799194,204.65909,2.0079346,1.5717163
-21.164734,204.65909,2.0118408,1.568634
-34.72409,206.6431,1.9840088,1.5060425
-54.82846,266.71875,2.0361328,1.2079468
-81.939514,286.9214,1.9756165,1.0507812
-110.239685,286.9214,2.0092163,1.0474243
-138.54417,250.90826,2.024353,1.1358948
-162.59897,190.8966,2.0028152,1.2747498
-182.06117,130.88419,1.9810829,1.3987427
-181.59361,70.60962,2.1224632,1.7898712
-158.90387,10.830505,0.0,0.8312073
-131.75136,-49.621048,0.0,0.9660492
-97.6679,-109.2307,-2.014511,2.187149
-0.47818756,-169.22496,-1.9983749,-1.8884811
11.204529,-229.268,-2.0061798,-1.4004669
34.279175,-289.31476,-2.0421143,-1.1347504
63.39737,-311.281,-2.005066,-1.0107269
93.52371,-311.281,-2.0205688,-0.9997406
124.35382,-307.39984,-2.0090332,-0.9708557
153.09732,-247.3729,-1.9993591,-1.097229
177.87512,-187.33618,-1.9735107,-1.2089844
198.84671,-127.16545,-2.0943604,-1.4512634
216.71216,-69.05975,-2.0734863,-1.4806824
219.88876,-7.282776,0.0,-0.6017456
157.97342,52.806976,2.071167,-2.007843
77.07739,112.793915,2.0280762,-2.3712769
-0.7836914,172.86533,2.0515137,1.927124
-13.272003,232.82666,2.0026855,1.3746033
-36.14084,266.8996,1.9874573,1.1756287
-60.75528,266.8996,1.9781494,1.1478271
-86.06821,266.8996,2.4448242,1.5731201
-111.43446,266.8996,2.010666,1.1141052
-137.14493,222.84235,2.0381927,1.257019
-157.56439,162.8472,1.5626984,0.9598694
-172.54514,102.83951,1.8523788,1.4035492
-182.92575,42.780426,1.9844327,1.6680298
-165.49701,-17.317535,0.0,0.83403015
-140.86716,-77.21179,0.0,0.79777527
-11.306641,-137.24341,-1.9816856,2.2867432
4.621437,-197.32999,-1.9342346,-1.5374908
22.35463,-257.34344,-2.0292358,-1.2670898
47.433075,-275.29126,-1.9936981,-1.1390228
73.353226,-275.29126,-1.6369019,-0.8213196
100.08087,-275.29126,-2.0292664,-1.1164398
127.88446,-275.29126,-1.9482422,-1.0100098
156.7627,-269.3834,-1.9781799,-1.0074158
184.14032,-209.3805,-2.0004883,-1.1449585
208.14774,-149.31064,-1.81073,-1.0649719
231.31815,-147.40155,-2.020813,-1.1816406
259.6236,-207.38333,-1.9957886,-0.9576721
269.62442,-267.41318,1.9998779,-0.84124756
182.4313,-273.43716,1.9447021,-0.9298706
90.96661,-273.43716,2.0233765,-1.1296997
-1.2380981,-273.43716,2.0559692,1.2225952
-25.625763,-273.43716,1.726532,0.925354
-50.809875,-273.43716,2.0318909,1.178894
-76.59946,-273.43716,2.0362854,1.1582031
-102.54886,-267.48233,2.0055847,1.1204224
-102.36972,-213.47227,-1.9159851,1.2602234
1.1873779,-217.47675,-1.990387,1.4602356
22.382843,-277.53415,-2.0401306,-1.1856384
50.99933,-315.51392,-1.998291,-0.99935913
81.23993,-315.51392,-1.9754028,-0.96243286
111.75897,-291.59152,-1.9649048,-0.9953003
133.34161,-231.48495,0.0,-0.5180054
44.569458,-197.53978,2.0288086,-1.6135864
-5.531616,-197.53978,1.9672852,1.5772095
-16.983368,-197.53978,1.8857117,1.4700623
-28.683594,-197.53978,1.960846,1.552002
-40.74063,-197.53978,1.9906311,1.5722656
-53.54834,-197.53978,1.9782104,1.5335693
-64.675674,-163.43613,2.0919037,1.9472351
-67.258545,-165.45029,1.98526,1.7642365
-62.449036,-225.49734,0.0,0.57917786
8.880692,-285.57062,-1.6852112,-0.8569946
37.478683,-309.4959,-1.9641724,-0.99713135
66.904144,-309.4959,-1.9683838,-0.98480225
96.89401,-309.4959,-2.03125,-1.010315
127.66577,-309.4959,-1.9633484,-0.9272766
159.58923,-309.4959,-2.0505066,-0.954834
192.59329,-309.4959,-1.9597168,-0.84902954
222.43134,-309.4959,0.0,-0.36816406
176.64642,-309.4959,2.00354,-0.89938354
87.86224,-291.6093,1.9522095,-1.0103455
-0.696167,-231.57565,1.9971008,1.3786011
1.0306091,-171.56172,-1.9428711,-1.7815247
0.99765015,-143.53467,-2.0344849,-2.2900696
0.60369873,-187.54494,-2.0005493,-1.7068481
16.370789,-247.57605,-2.0144043,-1.3040161
41.867493,-299.61444,-2.083435,-1.1281128
70.3866,-299.61444,-1.9835205,-1.0254517
99.5213,-289.42615,-2.1798096,-1.197815
95.967285,-229.59177,1.9918823,-1.2751465
-0.37268066,-169.55318,2.006958,1.897583
-0.8684082,-112.524826,2.2724,3.4852905
-1.6855469,-157.91832,1.9727783,1.9823608
-10.374939,-217.86346,2.0059814,1.4736328
-31.71289,-277.88208,1.9797363,1.1253052
-60.32779,-311.8682,1.9701233,0.98309326
-90.37198,-303.8907,1.9646912,0.9804077
-117.520905,-243.84352,1.9773865,1.1589355
-139.01834,-183.8447,1.9700317,1.3507996
-155.57776,-157.79402,1.9948578,1.4317017
-176.86612,-213.78943,1.956665,1.111206
-135.8771,-263.8085,-1.9954224,1.0726929
-41.301727,-263.8085,-2.0431976,1.2388
13.858154,-263.8085,-2.0193481,-1.2296448
37.650208,-263.8085,-2.0508728,-1.2488098
58.985107,-215.81447,-2.00354,-1.4318848
71.22864,-179.80688,-2.027954,-1.6859131
83.56644,-205.81711,-2.005371,-1.4431458
105.77222,-265.8728,-2.032959,-1.1459656
135.55255,-309.89526,-2.0610352,-0.99108887
167.74573,-309.89526,-1.9892578,-0.899292
201.03302,-293.87958,-2.0012817,-0.89837646
206.36212,-249.88649,2.0350342,-1.0129395
113.91626,-249.88649,1.9985352,-1.1618042
16.878601,-243.9011,1.9818115,-1.2896118
-11.517151,-193.87216,1.982666,1.6242676
-22.17517,-193.87216,2.0367432,1.6862183
-33.195374,-193.87216,1.9638672,1.5784912
-45.85962,-217.8688,1.9936829,1.4281616
-63.290466,-221.86914,1.9806519,1.3635559
-82.34982,-231.8695,2.0001526,1.2983398
-107.75122,-279.87726,2.0332336,1.093811
-136.35509,-279.87726,2.0357056,1.055542
-165.38293,-245.83736,2.0274963,1.1013489
-191.04195,-185.81735,2.0159683,1.2120056
-160.41953,-181.94684,-1.8782196,1.1910095
-60.99582,-241.82523,-2.0170288,1.2987671
10.095184,-302.12656,-2.2800598,-1.3051758
41.177734,-353.93927,-2.0583496,-0.93969727
74.35785,-351.9268,-2.0124817,-0.89797974
105.540344,-291.69092,-2.2573242,-1.25
132.04507,-231.92859,-2.0061646,-1.2022095
153.47592,-185.91412,-2.0133057,-1.3366394
175.10202,-199.93881,-1.979248,-1.1808472
202.78094,-259.94232,-1.7254028,-0.76919556
236.0618,-296.00412,-1.9559326,-0.81484985
241.0376,-264.24942,2.0527954,-0.93078613
151.66159,-270.24484,1.9326782,-0.9767456
143.5,-300.24295,-1.9939575,-0.95581055
173.45422,-248.20628,-2.048523,-1.095459
200.0893,-188.19064,-1.9850464,-1.1477051
223.96796,-128.15688,-2.0371704,-1.2714233
212.54004,-76.178085,2.0089722,-1.4190063
99.81482,-118.14247,1.9794312,-2.0183716
-2.6972046,-178.17201,1.9412842,1.7128906
-13.991333,-202.19852,2.0075684,1.5874023
-21.16632,-154.17943,1.7644653,1.6868286
-7.0040283,-120.16025,1.9894409,2.6324463
